sex,culture,PRACTICE_TRIAL_Response,INTRO_COMP_3,INTRO_COMP_3_fail_once,INTRO_COMP_3_fail_twice,INTRO_COMP_4,EXPLAIN_PART1_COMP_4,EXPLAIN_PART1_COMP_4_fail_once,EXPLAIN_PART2_COMP_8,EXPLAIN_PART2_COMP_8_fail_once,EXPLAIN_PART2_COMP_8_fail_twice,EXPLAIN_PART2_COMP_8_fail_thrice,EXPLAIN_PART2_COMP_9,EXPLAIN_PART2_COMP_9_fail_once,EXPLAIN_PART3_COMP_2,QUESTION_1,QUESTION_2,trial_1_setup,trial_1_meep_color,trial_1_meep_ethnicity,trial_2_setup,trial_2_meep_color,trial_2_meep_ethnicity,ppt_culture_color,group_side,first_hand_side,bead_side_demo,duration,trial,share,intra,age,age_group,pid
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BILO,LEFT,BLUE,BAYAKA,BLUE,LEFT,LEFT,LEFT,1H -45M 14S,1,0,0,14,13-14,124
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BILO,LEFT,BLUE,BAYAKA,BLUE,LEFT,LEFT,LEFT,1H -45M 14S,2,0,1,14,13-14,124
MALE,BANDONGO,1,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,RIGHT,RIGHT,RIGHT,1H -49M -29S,1,0,0,20,17-26,64
MALE,BANDONGO,1,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,RIGHT,RIGHT,RIGHT,1H -49M -29S,2,1,1,20,17-26,64
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,RIGHT,RIGHT,LEFT,11M 17S,1,1,0,9,9-10,81
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,RIGHT,RIGHT,LEFT,11M 17S,2,1,1,9,9-10,81
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,LEFT,BLUE,BANDONGO,BLUE,LEFT,RIGHT,RIGHT,7M 0S,1,0,0,7,7-8,63
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,LEFT,BLUE,BANDONGO,BLUE,LEFT,RIGHT,RIGHT,7M 0S,2,1,1,7,7-8,63
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BAYAKA,LEFT,RED,BILO,BLUE,LEFT,LEFT,RIGHT,14M 41S,1,1,1,12,11-12,118
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BAYAKA,LEFT,RED,BILO,BLUE,LEFT,LEFT,RIGHT,14M 41S,2,1,0,12,11-12,118
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,YES,LEFT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,LEFT,RIGHT,RIGHT,9M -30S,1,1,0,12,11-12,127
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,YES,LEFT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,LEFT,RIGHT,RIGHT,9M -30S,2,0,1,12,11-12,127
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,7M 11S,1,0,1,11,11-12,131
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,7M 11S,2,0,0,11,11-12,131
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,RIGHT,BLUE,BILO,LEFT,RED,BAYAKA,RED,RIGHT,LEFT,RIGHT,14M -11S,1,0,0,13,13-14,119
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,RIGHT,BLUE,BILO,LEFT,RED,BAYAKA,RED,RIGHT,LEFT,RIGHT,14M -11S,2,0,1,13,13-14,119
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,LEFT,LEFT,7M -30S,1,0,0,11,11-12,130
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,LEFT,LEFT,7M -30S,2,0,1,11,11-12,130
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BANDONGO,LEFT,RED,BAYAKA,BLUE,RIGHT,RIGHT,RIGHT,6M -9S,1,0,1,12,11-12,129
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,BLUE,BANDONGO,LEFT,RED,BAYAKA,BLUE,RIGHT,RIGHT,RIGHT,6M -9S,2,0,0,12,11-12,129
FEMALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BAYAKA,RIGHT,BLUE,BILO,RED,LEFT,LEFT,RIGHT,12M -20S,1,1,1,12,11-12,113
FEMALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BAYAKA,RIGHT,BLUE,BILO,RED,LEFT,LEFT,RIGHT,12M -20S,2,0,0,12,11-12,113
MALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,LEFT,LEFT,RIGHT,7M 31S,1,1,0,6,5-6,128
MALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,LEFT,LEFT,RIGHT,7M 31S,2,0,1,6,5-6,128
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,RIGHT,LEFT,1H -47M -23S,1,1,0,12,11-12,71
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,RIGHT,LEFT,1H -47M -23S,2,0,1,12,11-12,71
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,RIGHT,RED,BILO,BLUE,LEFT,RIGHT,RIGHT,14M 3S,1,1,1,9,9-10,132
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,RIGHT,RED,BILO,BLUE,LEFT,RIGHT,RIGHT,14M 3S,2,1,0,9,9-10,132
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,RIGHT,RIGHT,RIGHT,7M -9S,1,0,0,9,9-10,133
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,RIGHT,RIGHT,RIGHT,7M -9S,2,0,1,9,9-10,133
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,8M -24S,1,1,1,9,9-10,83
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,8M -24S,2,1,0,9,9-10,83
FEMALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BILO,LEFT,RED,BAYAKA,RED,RIGHT,LEFT,RIGHT,15M 47S,1,1,0,9,9-10,115
FEMALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BILO,LEFT,RED,BAYAKA,RED,RIGHT,LEFT,RIGHT,15M 47S,2,0,1,9,9-10,115
MALE,BANDONGO,0,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,RIGHT,RIGHT,LEFT,8M 48S,1,0,0,7,7-8,134
MALE,BANDONGO,0,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BAYAKA,RIGHT,BLUE,BANDONGO,BLUE,RIGHT,RIGHT,LEFT,8M 48S,2,1,1,7,7-8,134
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,8M -22S,1,0,1,8,7-8,72
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,8M -22S,2,0,0,8,7-8,72
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,RIGHT,RED,BILO,BLUE,RIGHT,RIGHT,RIGHT,15M -5S,1,1,1,10,9-10,120
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,NO,LEFT,BLUE,BAYAKA,RIGHT,RED,BILO,BLUE,RIGHT,RIGHT,RIGHT,15M -5S,2,0,0,10,9-10,120
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,NOT_SURE,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,LEFT,8M -21S,1,0,1,5,5-6,62
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,NOT_SURE,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,LEFT,8M -21S,2,1,0,5,5-6,62
MALE,BANDONGO,0,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,BLUE,BANDONGO,RIGHT,RED,BAYAKA,BLUE,RIGHT,LEFT,LEFT,1H -50M -8S,1,0,1,7,7-8,86
MALE,BANDONGO,0,pass,NA,NA,fail,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,LEFT,BLUE,BANDONGO,RIGHT,RED,BAYAKA,BLUE,RIGHT,LEFT,LEFT,1H -50M -8S,2,1,0,7,7-8,86
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,YES,LEFT,RED,BAYAKA,LEFT,BLUE,BANDONGO,BLUE,LEFT,RIGHT,RIGHT,6M -4S,1,0,0,17,17-26,103
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NOT_SURE,YES,LEFT,RED,BAYAKA,LEFT,BLUE,BANDONGO,BLUE,LEFT,RIGHT,RIGHT,6M -4S,2,0,1,17,17-26,103
MALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,LEFT,RIGHT,RIGHT,6M 6S,1,1,0,33,27-36,61
MALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,RIGHT,RED,BANDONGO,RED,LEFT,RIGHT,RIGHT,6M 6S,2,0,1,33,27-36,61
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BILO,LEFT,RED,BAYAKA,RED,LEFT,RIGHT,RIGHT,17M 3S,1,1,0,6,5-6,116
MALE,BAYAKA,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BILO,LEFT,RED,BAYAKA,RED,LEFT,RIGHT,RIGHT,17M 3S,2,0,1,6,5-6,116
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,YES,RIGHT,BLUE,BANDONGO,RIGHT,RED,BAYAKA,BLUE,RIGHT,RIGHT,LEFT,5M 22S,1,0,1,33,27-36,84
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,YES,RIGHT,BLUE,BANDONGO,RIGHT,RED,BAYAKA,BLUE,RIGHT,RIGHT,LEFT,5M 22S,2,0,0,33,27-36,84
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,7M -42S,1,1,1,17,17-26,67
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,7M -42S,2,1,0,17,17-26,67
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BILO,RIGHT,BLUE,BAYAKA,BLUE,LEFT,LEFT,LEFT,17M 44S,1,0,0,11,11-12,117
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BILO,RIGHT,BLUE,BAYAKA,BLUE,LEFT,LEFT,LEFT,17M 44S,2,1,1,11,11-12,117
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,6M -38S,1,1,1,22,17-26,135
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,RIGHT,RIGHT,6M -38S,2,0,0,22,17-26,135
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,5M 40S,1,1,1,27,27-36,75
MALE,BANDONGO,1,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,RED,BANDONGO,RIGHT,BLUE,BAYAKA,RED,LEFT,LEFT,LEFT,5M 40S,2,0,0,27,27-36,75
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,LEFT,RED,BILO,BLUE,RIGHT,RIGHT,LEFT,1H -49M -36S,1,0,1,10,9-10,122
MALE,BAYAKA,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,LEFT,BLUE,BAYAKA,LEFT,RED,BILO,BLUE,RIGHT,RIGHT,LEFT,1H -49M -36S,2,1,0,10,9-10,122
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,RIGHT,RIGHT,6M -7S,1,0,0,23,17-26,73
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,YES,YES,RIGHT,BLUE,BAYAKA,LEFT,RED,BANDONGO,RED,RIGHT,RIGHT,RIGHT,6M -7S,2,0,1,23,17-26,73
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,RIGHT,LEFT,6M -31S,1,1,1,49,47-56,70
FEMALE,BANDONGO,0,pass,NA,NA,pass,pass,NA,pass,NA,NA,NA,pass,NA,pass,NO,NO,RIGHT,RED,BANDONGO,LEFT,BLUE,BAYAKA,RED,LEFT,RIGHT,LEFT,6M -31S,2,0,0,49,47-56,70
